"koddz","prywatna","zam_miasto","zam_wies","zam_liczba","wiek_m","wiek_o","edu_o","edu_m","prestiz_m","prestiz_o","dochod_g","bieda","wynik"
0728003C,0,1,0,1,40,43,0,1,53.5,39.18,87500.5,0,40.043
0728004C,0,1,0,1,37,45,0,0,38.18,35.63,200001,0,57.609
0728006C,0,1,0,1,43,41,0,0,61.56,39.18,87500.5,0,44.545
0728007C,0,1,0,1,43,48,0,0,38.18,39.2,62500.5,0,44.654
0728010C,0,1,0,1,47,59,0,1,34.95,53.5,37500.5,0,29.496
0728011C,0,1,0,1,30,31,1,0,35.78,35.92,45000.5,0,43.811
0728013C,0,1,0,1,38,39,1,1,38.18,35.63,37500.5,0,54.972
0728014C,0,1,0,1,31,32,1,0,52.54,35.63,7500.5,1,29.683
0728016C,0,1,0,1,35,38,1,0,38.18,35.63,87500.5,0,52.554
0728018C,0,1,0,1,37,37,1,0,38.18,35.92,45000.5,0,55.869
0728023C,0,1,0,1,43,38,0,0,34.95,39.18,32500.5,0,44.013
0729006C,0,1,0,1,46,46,0,0,63.43,63.43,45000.5,0,42.649
0729007C,0,1,0,1,39,47,0,0,53.5,53.5,150000.5,0,59.893
0729009C,0,1,0,1,50,56,0,0,38.18,53.5,87500.5,0,47.136
0729012C,0,1,0,2,39,40,0,0,63.43,59,150000.5,0,35.356
0729015C,0,1,0,1,37,50,0,0,63.43,52.54,62500.5,0,53.051
0729018C,0,1,0,1,41,55,0,0,38.18,53.5,87500.5,0,69.748
0729021C,0,1,0,1,42,45,0,0,77.5,77.5,200001,0,63.087
0729024C,0,0,0,1,35,36,1,0,35.78,39.18,22500.5,0,38.875
0731006C,0,0,0,1,36,38,1,1,29.6,33.42,22500.5,1,56.522
0731009C,0,1,0,1,32,33,1,1,38.18,39.2,7500.5,1,34.548
0731016C,0,1,0,1,31,37,1,1,34.95,34.95,5000,1,42.056
0732001C,0,1,0,1,27,43,1,1,34.95,35.78,17500.5,1,43.469
0732004C,0,1,0,1,46,52,1,1,34.95,34.95,27500.5,0,56.995
0732019C,0,1,0,1,40,46,1,0,38.18,39.2,45000.5,0,69.058
0732020C,0,1,0,1,41,41,0,0,61.56,33.42,17500.5,0,55.481
0732023C,0,1,0,1,31,36,0,1,57.83,35.78,37500.5,0,35.817
0732024C,0,1,0,1,33,33,1,1,35.78,33.42,45000.5,0,54.438
0732043C,0,1,0,1,36,37,1,1,35.78,35.92,12500.5,1,54.323
0733001C,0,1,0,1,53,39,0,0,38.18,64.89,62500.5,0,65.098
0733002C,0,1,0,1,41,44,0,0,61.56,35.78,87500.5,0,53.991
0733012C,0,1,0,1,40,47,1,1,38.18,53.5,150000.5,0,59.591
0733014C,0,1,0,1,30,40,1,0,61.56,37.67,62500.5,0,70.351
0734008C,0,1,0,1,41,46,0,0,38.18,53.5,87500.5,0,56.943
0734010C,0,1,0,1,44,47,0,0,61.56,64.89,87500.5,0,61.485
0734013C,0,1,0,1,33,35,1,0,38.18,38.18,62500.5,0,47.216
0734015C,0,1,0,1,33,31,1,0,34.95,39.2,37500.5,0,44.401
0734016C,0,1,0,1,30,30,0,0,59,35.92,62500.5,0,57.173
0734021C,0,1,0,1,42,43,0,0,61.56,59,150000.5,0,56.864
0734022C,0,1,0,1,34,36,0,0,35.78,63.43,22500.5,0,50.896
0734023C,0,0,0,1,41,55,0,0,61.56,35.78,62500.5,0,58.815
0734024C,0,1,0,1,39,40,0,0,38.18,35.78,150000.5,0,58.141
0734040C,0,1,0,1,32,33,1,0,35.78,33.42,32500.5,0,41.516
0735005C,0,1,0,1,42,49,0,1,38.18,35.78,62500.5,0,57.907
0735009C,0,1,0,1,31,35,0,1,38.18,39.18,22500.5,1,51.323
0735019C,0,1,0,2,38,44,1,1,34.95,34.95,22500.5,0,50.345
0736001C,0,1,0,1,44,56,0,1,57.83,38.18,87500.5,0,59.831
0736002C,0,1,0,1,52,54,0,0,63.43,37.67,22500.5,0,44.005
0736004C,0,1,0,1,51,52,0,0,38.18,35.78,45000.5,0,56.015
0736007C,0,1,0,1,48,51,0,0,53.5,48.69,87500.5,0,52.963
0736008C,0,1,0,1,46,49,0,0,63.43,53.5,87500.5,0,62.117
0737003C,1,1,0,1,46,50,0,0,38.18,53.5,200001,0,45.515
0737006C,1,1,0,1,41,43,0,0,53.5,53.5,150000.5,0,52.877
0737008C,1,1,0,1,42,43,0,0,63.43,39.2,62500.5,0,58.441
0737009C,0,1,0,1,31,36,0,0,38.18,53.5,45000.5,0,56.897
0737011C,0,1,0,1,40,47,0,0,53.5,35.78,62500.5,0,66.498
0737013C,1,1,0,1,42,43,0,0,38.18,39.18,62500.5,0,64.385
0737015C,1,1,0,1,33,40,0,0,53.5,48.69,87500.5,0,56.776
0737016C,1,1,0,2,41,39,0,0,59,62.87,62500.5,0,51.144
0737018C,1,1,0,1,43,40,1,0,63.43,37.67,62500.5,0,51.065
0737021C,0,1,0,1,35,33,0,0,35.78,48.69,150000.5,0,44.877
0737022C,1,1,0,1,33,36,0,0,61.56,53.5,150000.5,0,55.544
0737023C,1,1,0,1,33,34,0,0,34.95,53.5,87500.5,0,57.021
0737024C,1,1,0,1,34,36,0,0,34.95,34.95,62500.5,0,51.859
0739002C,0,1,0,2,34,36,0,0,35.78,39.2,45000.5,0,57.34
0739004C,0,1,0,1,32,38,1,0,57.83,35.92,87500.5,0,50.641
0739015C,0,1,0,1,41,42,1,0,33.42,33.42,27500.5,0,51.738
0739016C,0,1,0,1,31,35,1,1,48.69,48.69,22500.5,0,42.301
0739017C,0,1,0,1,39,41,0,0,38.18,53.5,150000.5,0,53.023
0739020C,0,1,0,1,37,49,1,0,38.18,53.5,45000.5,0,61.086
0739021C,0,1,0,1,46,38,0,0,53.5,33.42,62500.5,0,55.902
0739027C,0,1,0,1,39,41,0,0,38.18,53.5,150000.5,0,49.75
0740003C,0,0,0,2,31,40,0,1,33.42,35.63,27500.5,0,34.484
0740004C,0,1,0,1,46,35,1,1,38.18,35.92,87500.5,0,49.686
0740006C,0,1,0,1,40,47,1,0,57.83,35.92,27500.5,0,50.153
0740010C,0,1,0,1,33,36,1,0,59,39.2,45000.5,0,48.355
0740011C,0,1,0,1,35,39,1,0,33.42,39.2,22500.5,1,45.624
0740012C,0,1,0,1,41,46,1,1,38.18,39.2,37500.5,0,47.362
0740017C,0,1,0,1,48,49,1,1,57.83,39.2,27500.5,0,64.825
0740018C,0,1,0,2,32,42,1,1,33.42,39.18,12500.5,1,51.092
0740021C,0,1,0,1,31,37,0,1,38.18,34.95,45000.5,0,47.681
0743003C,0,1,0,1,39,49,0,0,72.1,63.43,62500.5,0,56.234
0743008C,0,1,0,1,39,44,0,1,53.5,35.63,62500.5,0,48.58
0743010C,0,1,0,1,40,45,1,0,53.5,39.2,45000.5,0,60.878
0743012C,0,1,0,1,52,48,1,1,34.95,34.95,17500.5,0,43.008
0743013C,0,1,0,1,41,43,1,1,34.95,35.78,22500.5,0,61.773
0743014C,0,1,0,1,30,32,1,0,38.18,35.78,45000.5,0,53.359
0743018C,0,1,0,1,32,38,1,0,61.56,39.2,62500.5,0,46.487
0743021C,0,1,0,1,43,40,0,0,72.1,72.1,62500.5,0,59.14
0743023C,0,1,0,1,40,40,0,0,61.56,61.56,87500.5,0,57.273
0745002C,0,1,0,1,42,50,1,0,63.43,35.63,87500.5,0,60.94
0745003C,0,1,0,1,29,31,1,0,57.83,35.63,32500.5,0,42.296
0745005C,0,1,0,1,40,43,1,1,38.18,39.18,62500.5,0,38.708
0745007C,0,0,0,1,30,31,1,1,33.42,35.63,12500.5,1,45.409
0745008C,0,1,0,1,38,48,1,0,63.43,35.92,87500.5,0,47.493
0745010C,0,1,0,1,41,44,1,1,34.95,29.6,37500.5,0,47.261
0745017C,0,1,0,1,37,40,1,1,35.78,63.43,27500.5,0,44.551
0745018C,0,1,0,1,40,42,1,1,57.83,35.92,45000.5,0,55.235
0745020C,0,1,0,1,41,44,1,0,38.18,33.42,45000.5,0,54.911
0745022C,0,1,0,1,34,36,1,1,38.18,39.18,12500.5,1,50.197
0745023C,0,1,0,2,30,27,1,1,34.95,33.42,12500.5,1,45.745
0746002C,0,1,0,1,41,43,1,0,38.18,39.2,87500.5,0,55.452
0746004C,0,1,0,1,32,32,1,1,29.6,39.18,17500.5,1,49.613
0746005C,0,1,0,1,45,48,0,0,63.43,72.1,87500.5,0,59.795
0746007C,0,1,0,1,24,32,0,1,33.42,33.42,37500.5,0,50.762
0746008C,0,1,0,2,30,31,1,1,34.95,29.6,32500.5,0,52.227
0746010C,0,1,0,1,37,37,1,0,53.5,48.69,45000.5,0,50.522
0746017C,0,1,0,1,28,33,0,1,33.42,33.42,45000.5,0,56.593
0746019C,0,1,0,1,34,37,0,0,34.95,53.5,45000.5,0,69.581
0746020C,0,1,0,1,36,40,1,0,38.18,53.5,62500.5,0,53.197
0746024C,0,1,0,1,33,33,1,0,34.95,39.18,62500.5,0,52.665
0748002C,0,1,0,1,30,30,0,0,38.18,34.95,45000.5,0,52.771
0748005C,0,1,0,1,36,48,0,0,38.18,38.18,22500.5,1,48.384
0748009C,0,1,0,3,35,36,1,1,38.18,29.6,22500.5,0,44.971
0748012C,0,1,0,1,43,43,0,0,63.43,39.18,87500.5,0,62.1
0748015C,0,1,0,1,35,33,0,0,33.42,33.42,12500.5,1,53.747
0748016C,0,1,0,1,47,48,0,0,34.95,35.78,62500.5,0,36.161
0748020C,0,1,0,1,32,27,1,0,61.56,39.2,87500.5,0,59.09
0749007C,0,1,0,1,39,41,0,0,59,35.78,87500.5,0,57.874
0749013C,0,1,0,1,39,41,0,0,59,35.78,87500.5,0,40.469
0751002C,0,1,0,1,45,45,0,0,53.5,53.5,150000.5,0,53.217
0751006C,0,1,0,1,41,45,1,1,37.67,29.6,12500.5,1,40.627
0751011C,0,0,0,1,29,40,1,0,63.43,35.63,22500.5,0,40.479
0751018C,0,0,1,1,35,36,1,1,34.95,39.2,32500.5,0,37.924
0752003C,0,1,0,1,36,39,0,0,63.43,63.43,87500.5,0,51.682
0752004C,0,1,0,1,36,35,0,0,57.83,48.69,62500.5,0,50.593
0752005C,0,1,0,1,32,33,1,0,38.18,39.18,62500.5,0,59.123
0752007C,0,1,0,1,33,34,1,1,34.95,39.2,22500.5,0,39.49
0752009C,0,1,0,1,31,30,1,1,61.56,29.6,17500.5,1,44.458
0752010C,0,1,0,1,32,30,0,1,57.83,64.89,45000.5,0,45.48
0752011C,0,0,0,1,41,42,1,1,38.18,39.18,87500.5,0,52.911
0752012C,0,1,0,1,33,35,1,1,33.42,35.63,7500.5,1,45.288
0752013C,0,1,0,1,38,42,0,0,38.18,33.42,62500.5,0,36.561
0752016C,0,1,0,1,37,40,0,0,63.43,39.2,62500.5,0,49.435
0752022C,0,1,0,1,30,31,1,1,33.42,33.42,62500.5,0,23.314
0753003C,0,1,0,2,36,34,1,1,33.42,29.6,22500.5,0,56.445
0753012C,0,1,0,2,34,34,1,0,34.95,39.18,22500.5,0,52.552
0753018C,0,1,0,1,27,30,1,1,33.42,33.42,62500.5,0,49.496
0753021C,0,1,0,1,41,40,1,0,35.78,35.63,37500.5,0,36.66
0753022C,0,1,0,1,33,34,1,1,33.42,33.42,62500.5,0,33.33
0753024C,0,1,0,1,38,36,0,1,38.18,62.87,150000.5,0,58.775
0753040C,0,1,0,1,31,30,1,1,35.78,33.42,22500.5,0,29.17
0754009C,0,1,0,1,34,34,1,1,34.95,39.2,22500.5,1,36.516
0754015C,0,0,0,1,32,33,1,1,35.78,33.42,27500.5,0,54.25
0754020C,0,0,0,1,41,41,1,1,33.42,38.18,17500.5,1,27.699
0755002C,0,1,0,3,32,31,1,0,33.42,29.6,37500.5,0,31.19
0755010C,0,1,0,1,42,44,1,0,57.83,35.92,87500.5,0,55.322
0755018C,0,1,0,1,48,51,1,1,53.5,53.5,27500.5,0,41.249
0755023C,0,1,0,1,46,41,0,0,53.5,77.5,45000.5,0,58.481
0755024C,0,1,0,1,41,45,0,0,35.78,63.43,62500.5,0,57.363
0757006C,0,1,0,1,41,50,0,0,34.95,39.18,37500.5,0,44.844
0757009C,0,0,1,2,34,39,1,1,33.42,39.2,17500.5,1,39.334
0757016C,0,0,1,1,25,31,0,0,38.18,39.2,22500.5,1,52.274
0757017C,0,0,1,1,33,42,1,0,38.18,33.42,27500.5,1,35.869
0757018C,0,0,1,1,34,38,1,0,57.83,35.92,45000.5,0,45.054
0757023C,0,0,1,1,36,40,0,1,57.83,33.42,37500.5,0,48.907
0758004C,0,0,1,1,28,38,0,0,38.18,63.43,27500.5,1,44.821
0758006C,0,0,1,1,35,36,1,1,35.78,35.63,32500.5,0,42.426
0759018C,0,0,1,1,30,28,1,1,33.42,29.6,22500.5,0,37.64
0759021C,0,0,1,1,29,31,1,1,35.78,34.95,27500.5,0,37.605
0760006C,0,1,0,1,39,49,0,0,63.43,53.5,45000.5,0,50.391
0760007C,0,1,0,1,38,41,1,1,38.18,53.5,32500.5,0,57.185
0760009C,0,1,0,2,33,32,1,1,34.95,33.42,22500.5,0,39.213
0760018C,0,1,0,2,33,34,0,1,38.18,35.63,45000.5,0,35.078
0760022C,0,0,1,1,32,33,1,0,34.95,35.92,17500.5,1,43.091
0761001C,0,0,1,1,51,46,1,0,38.18,39.18,27500.5,0,38.558
0761012C,0,0,1,1,40,41,1,1,33.42,35.63,17500.5,1,35.869
0761014C,0,0,1,2,31,36,1,1,34.95,34.95,7500.5,1,31.317
0761016C,0,0,1,1,29,35,1,0,33.42,39.18,22500.5,0,36.933
0761018C,0,0,1,1,45,54,1,1,35.78,39.18,5000,1,40.529
0761023C,0,0,1,1,32,32,0,0,38.18,35.92,62500.5,0,52.229
0762003C,0,1,0,1,31,33,1,0,57.83,39.2,32500.5,0,36.833
0762004C,0,0,1,1,30,36,1,1,35.92,35.63,62500.5,0,41.433
0762013C,0,0,1,1,34,35,1,1,33.42,38.18,32500.5,0,48.937
0762014C,0,1,0,1,32,42,0,1,38.18,39.18,22500.5,1,40.321
0762015C,0,0,1,2,31,33,1,1,33.42,33.42,200001,0,40.773
0762018C,0,1,0,1,27,34,1,1,38.18,39.2,45000.5,0,48.077
0762020C,0,0,1,1,38,43,1,1,57.83,29.6,37500.5,0,47.464
0762025C,0,1,0,1,32,42,0,1,38.18,39.18,22500.5,1,32.222
0764002C,0,0,1,2,30,28,1,1,34.95,35.92,22500.5,0,48.192
0764006C,0,0,1,1,34,38,1,1,34.95,34.95,22500.5,1,32.571
0764009C,0,0,1,1,37,35,1,1,34.95,39.2,7500.5,1,44.287
0764016C,0,0,1,1,37,43,1,0,34.95,53.5,37500.5,0,25.676
0764020C,0,0,1,1,36,35,0,0,38.18,37.67,45000.5,0,48.72
0764021C,0,0,1,1,43,49,0,1,35.78,35.63,27500.5,0,51.93
0765016C,0,0,1,1,26,33,0,0,61.56,35.78,22500.5,0,30.115
0765019C,0,0,1,1,32,25,1,1,33.42,29.6,17500.5,1,42.459
0766022C,0,0,1,1,39,48,1,1,34.95,29.6,12500.5,1,41.915
0769002C,0,0,0,1,40,39,0,1,63.43,64.89,45000.5,0,60.634
0769003C,0,1,0,1,47,41,0,0,38.18,48.69,62500.5,0,66.575
0769005C,0,1,0,1,41,49,0,0,53.5,59,87500.5,0,55.443
0769006C,0,1,0,1,45,44,0,0,52.54,35.78,87500.5,0,56.151
0769007C,0,1,0,1,42,42,0,0,34.95,48.69,32500.5,0,61.243
0769008C,0,1,0,1,40,40,0,1,38.18,53.5,150000.5,0,54.39
0769013C,0,1,0,1,38,40,0,0,63.43,59,62500.5,0,60.909
0769016C,0,0,1,1,29,37,1,1,34.95,33.42,12500.5,1,26.005
0769017C,0,1,0,1,42,42,0,0,34.95,53.5,87500.5,0,51.822
0769024C,0,1,0,1,38,48,0,0,35.78,52.54,87500.5,0,51.659
0770013C,0,1,0,1,25,31,0,0,38.18,63.43,37500.5,0,48.974
0770014C,0,1,0,1,35,40,0,0,34.95,35.78,87500.5,0,58.195
0770015C,0,1,0,2,45,48,0,0,63.43,53.5,87500.5,0,67.526
0770018C,0,1,0,1,35,38,1,1,38.18,33.42,87500.5,0,48.983
0770023C,0,1,0,3,27,38,0,1,34.95,34.95,45000.5,0,52.6
0771001C,0,1,0,1,41,43,1,0,38.18,35.78,87500.5,0,57.638
0771002C,0,0,0,2,30,33,0,1,38.18,29.6,27500.5,0,36.522
0771003C,0,1,0,1,40,52,0,0,53.5,33.42,62500.5,0,51.357
0771004C,0,1,0,1,43,50,0,0,38.18,59,62500.5,0,49.798
0771005C,0,1,0,1,38,39,0,0,63.43,53.5,87500.5,0,55.869
0771006C,0,1,0,2,35,36,0,0,63.43,33.42,45000.5,0,63.828
0771007C,0,1,0,1,33,36,0,0,38.18,35.78,150000.5,0,57.934
0771010C,0,1,0,1,32,32,0,1,61.56,39.18,87500.5,0,52.183
0771011C,0,0,1,1,37,37,0,0,38.18,35.78,45000.5,0,66.613
0771012C,0,1,0,1,39,40,0,0,63.43,63.43,62500.5,0,54.774
0771014C,0,1,0,1,42,45,1,0,53.5,53.5,87500.5,0,52.466
0771015C,0,1,0,1,41,40,0,0,53.5,53.5,150000.5,0,48.774
0771017C,0,1,0,1,33,40,1,1,53.5,53.5,200001,0,46.494
0771020C,1,1,0,1,35,38,1,0,63.43,35.78,150000.5,0,54.19
0771021C,0,0,0,1,37,35,0,0,35.78,64.89,62500.5,0,62.881
0776001C,0,1,0,1,43,45,0,0,61.56,53.5,150000.5,0,49.959
0776003C,0,1,0,1,44,43,0,0,53.5,72.1,150000.5,0,63.383
0776004C,0,1,0,1,36,38,1,1,35.78,39.18,62500.5,0,43.713
0776005C,0,1,0,1,42,47,1,0,38.18,39.2,62500.5,0,63.5
0776007C,0,1,0,1,37,43,0,1,34.95,35.78,150000.5,0,50.086
0776012C,0,1,0,1,33,37,0,1,63.43,35.92,62500.5,0,49.673
0776013C,0,1,0,1,33,40,1,1,38.18,33.42,87500.5,0,50.572
0776021C,0,1,0,1,37,36,0,0,61.56,61.56,87500.5,0,40.705
0776023C,0,1,0,1,31,29,1,1,38.18,53.5,27500.5,0,52.656
0776024C,0,1,0,2,39,44,0,0,34.95,48.69,62500.5,0,65.453
0777001C,0,0,0,1,44,47,0,0,63.43,53.5,45000.5,0,65.728
0777002C,0,1,0,1,38,40,1,1,38.18,39.18,62500.5,0,62.267
0777005C,0,1,0,1,35,37,1,1,34.95,33.42,45000.5,0,60.34
0777006C,0,1,0,1,29,28,0,0,61.56,39.2,32500.5,0,43.79
0777008C,0,1,0,1,42,42,0,0,53.5,59,62500.5,0,61.462
0777012C,0,1,0,1,45,54,1,1,63.43,35.78,37500.5,0,60.763
0777015C,0,1,0,1,42,44,0,0,63.43,63.43,45000.5,0,68.657
0777019C,0,1,0,1,38,37,1,1,53.5,53.5,87500.5,0,65.209
0777023C,0,1,0,1,45,45,1,0,61.56,35.78,37500.5,0,49.043
0779004C,0,1,0,1,37,41,1,1,34.95,34.95,12500.5,1,44.566
0779009C,0,1,0,1,35,36,1,1,33.42,33.42,45000.5,0,43.579
0779010C,0,1,0,1,36,39,0,1,34.95,39.18,45000.5,0,60.26
0779013C,0,1,0,1,43,38,1,1,33.42,39.2,62500.5,0,60.609
0779015C,0,1,0,1,27,30,1,0,38.18,39.18,62500.5,0,42.371
0779016C,0,1,0,1,33,33,1,1,53.5,38.18,37500.5,0,62.378
0779019C,0,1,0,1,35,45,1,1,34.95,64.89,87500.5,0,52.859
0779020C,0,1,0,1,34,44,0,0,38.18,53.5,87500.5,0,61.314
0779022C,0,1,0,2,35,37,1,1,57.83,39.2,62500.5,0,42.682
0779023C,0,1,0,1,34,35,1,1,34.95,39.2,32500.5,0,51.743
0783002C,0,1,0,1,46,43,1,1,35.78,39.18,37500.5,0,54.415
0783003C,0,1,0,1,38,37,1,0,57.83,57.83,45000.5,0,45.497
0783004C,0,1,0,1,34,32,1,1,34.95,35.92,22500.5,0,39.453
0783011C,0,1,0,1,41,48,0,1,35.78,35.78,45000.5,0,65.476
0783012C,0,1,0,1,32,32,1,0,59,39.18,37500.5,0,54.699
0783013C,0,1,0,1,37,37,0,0,38.18,53.5,62500.5,0,44.518
0783014C,0,1,0,1,38,37,0,1,53.5,38.18,62500.5,0,57.185
0783019C,0,1,0,1,30,33,1,1,38.18,39.18,62500.5,0,50.825
0783022C,0,1,0,1,42,46,0,0,38.18,59,62500.5,0,53.497
0785001C,0,0,0,2,31,25,0,1,35.78,34.95,17500.5,1,56.874
0785002C,0,1,0,1,48,47,0,0,38.18,48.69,45000.5,0,53.439
0785003C,0,1,0,1,42,46,0,0,52.54,62.87,87500.5,0,49.212
0785006C,0,1,0,1,42,43,0,0,61.56,72.1,150000.5,0,64.7
0785007C,0,1,0,1,49,55,0,0,72.1,72.1,150000.5,0,60.701
0785008C,0,1,0,1,42,45,0,1,38.18,33.42,45000.5,0,48.455
0785010C,0,1,0,1,39,39,0,0,59,35.78,87500.5,0,64.034
0785011C,0,1,0,2,35,50,0,0,38.18,53.5,150000.5,0,48.935
0785013C,0,1,0,1,36,38,0,0,53.5,35.78,150000.5,0,61.324
0788002C,0,1,0,1,34,36,1,1,33.42,39.2,37500.5,0,47.478
0788003C,0,1,0,1,39,37,0,1,38.18,39.18,87500.5,0,53.691
0788010C,0,1,0,1,38,39,1,0,38.18,39.18,87500.5,0,61.94
0788013C,0,1,0,1,39,44,1,1,34.95,39.2,87500.5,0,45.184
0788018C,0,1,0,1,35,38,0,1,53.5,53.5,150000.5,0,53.658
0788022C,0,1,0,1,34,45,1,1,34.95,34.95,62500.5,0,55.072
0789004C,0,1,0,1,38,39,0,0,38.18,39.18,45000.5,0,37.911
0789008C,0,1,0,2,33,40,1,1,34.95,39.18,22500.5,0,42.937
0789010C,0,1,0,3,58,55,1,1,33.42,38.18,7500.5,1,54.258
0789012C,0,1,0,1,30,35,1,1,33.42,53.5,45000.5,0,41.848
0789013C,0,1,0,1,29,30,1,1,34.95,39.2,17500.5,1,55.859
0789014C,0,1,0,1,35,37,0,0,63.43,63.43,62500.5,0,56.651
0789015C,0,1,0,1,38,41,1,1,33.42,33.42,22500.5,0,43.294
0789017C,0,1,0,1,41,39,0,0,61.56,48.69,62500.5,0,53.983
0789018C,0,1,0,1,30,36,1,1,34.95,39.2,27500.5,0,37.221
0789021C,0,1,0,1,40,41,1,1,38.18,35.92,27500.5,0,49.003
0789022C,0,1,0,2,32,52,1,1,34.95,35.63,37500.5,0,53.676
0790002C,0,0,0,1,41,45,0,0,48.69,35.78,150000.5,0,63.177
0790014C,0,1,0,1,45,47,0,0,77.5,77.5,200001,0,61.86
0790015C,0,1,0,2,41,39,0,0,48.69,35.78,87500.5,0,58.687
0790018C,0,1,0,1,32,32,1,1,53.5,48.69,37500.5,0,38.898
0790021C,0,0,0,1,48,47,0,0,38.18,35.78,87500.5,0,60.244
0790024C,0,1,0,1,45,47,0,0,63.43,57.83,62500.5,0,70.927
0792001C,0,1,0,2,32,44,1,1,34.95,35.63,22500.5,1,52.343
0792005C,0,1,0,1,28,29,1,1,34.95,35.63,27500.5,0,44.654
0792006C,0,1,0,1,32,43,1,1,35.92,35.92,45000.5,0,55.322
0792008C,0,1,0,1,36,37,1,0,34.95,39.2,27500.5,0,40.584
0792010C,0,1,0,3,24,34,0,0,33.42,33.42,17500.5,1,47.599
0792014C,0,1,0,2,29,33,1,1,34.95,39.2,32500.5,0,49.844
0792015C,0,1,0,1,41,43,1,1,33.42,35.78,62500.5,0,56.111
0792018C,0,1,0,1,55,41,1,1,34.95,39.2,27500.5,0,37.817
0792025C,0,1,0,1,36,37,1,0,34.95,39.2,27500.5,0,37.79
0797002C,0,1,0,2,25,33,1,0,61.56,38.18,62500.5,0,59.722
0797011C,0,1,0,1,34,42,0,1,38.18,39.18,22500.5,0,59.545
0797014C,0,1,0,1,33,42,1,0,34.95,33.42,45000.5,0,64.986
0797020C,0,0,0,1,51,55,1,1,33.42,52.54,27500.5,0,34.759
0797022C,0,1,0,1,38,39,1,1,33.42,33.42,62500.5,0,34.231
0799005C,0,1,0,1,27,37,1,1,29.6,39.2,32500.5,0,47.835
0799008C,0,1,0,1,30,28,1,1,38.18,29.6,22500.5,0,52.587
0799015C,0,1,0,1,31,40,0,0,53.5,35.78,87500.5,0,55.466
0799016C,0,1,0,1,26,29,1,1,35.78,35.92,62500.5,0,57.705
0800002C,0,1,0,1,44,37,1,1,33.42,33.42,62500.5,0,51.951
0800015C,0,1,0,1,34,35,1,0,61.56,39.2,62500.5,0,57.423
0800016C,0,1,0,1,28,31,1,1,48.69,35.92,45000.5,0,61.729
0800017C,0,0,0,1,37,40,0,0,38.18,33.42,62500.5,0,53.856
0800023C,0,1,0,1,37,41,0,0,63.43,29.6,12500.5,1,57.317
0800024C,0,1,0,1,33,32,1,1,38.18,35.92,32500.5,0,40.461
0803001C,0,1,0,1,32,37,1,0,37.67,35.92,62500.5,0,47.86
0803002C,0,1,0,2,29,24,1,1,33.42,39.18,17500.5,1,45.336
0803004C,0,1,0,1,30,32,1,1,35.78,33.42,27500.5,0,54.544
0803008C,0,1,0,1,29,30,1,1,38.18,33.42,37500.5,0,49.761
0803012C,0,1,0,1,33,43,1,1,35.92,35.92,45000.5,0,43.018
0803015C,0,1,0,1,34,35,1,1,33.42,39.18,27500.5,0,46.127
0803016C,0,1,0,1,29,31,1,1,34.95,53.5,27500.5,0,43.961
0803022C,0,1,0,1,25,26,1,1,33.42,33.42,27500.5,0,60.164
0804001C,0,0,0,1,29,29,1,1,35.78,38.18,37500.5,0,59.305
0804002C,0,1,0,1,31,40,1,1,33.42,38.18,62500.5,0,46.141
0804007C,0,1,0,1,48,53,1,0,61.56,33.42,32500.5,0,54.724
0804012C,0,1,0,1,30,33,1,0,38.18,33.42,27500.5,0,52.758
0804013C,0,1,0,1,33,37,0,1,33.42,33.42,87500.5,0,52.339
0804014C,0,1,0,1,38,40,1,0,34.95,35.63,32500.5,0,56.28
0804019C,0,1,0,1,35,29,1,1,33.42,39.2,22500.5,0,59.455
0804020C,0,1,0,1,30,36,0,0,35.78,48.69,37500.5,0,59.979
0804022C,0,1,0,1,32,32,0,1,53.5,37.67,62500.5,0,58.733
0804024C,0,1,0,1,35,35,1,1,38.18,39.2,27500.5,0,53.505
0805001C,0,1,0,2,30,31,1,0,34.95,29.6,22500.5,0,41.408
0805002C,0,1,0,1,25,25,1,1,34.95,33.42,22500.5,1,20.957
0805003C,0,1,0,1,32,34,1,1,34.95,33.42,27500.5,0,41.535
0805004C,0,0,0,1,42,32,1,0,34.95,39.18,12500.5,1,38.477
0805006C,0,1,0,1,38,34,0,1,63.43,34.95,45000.5,0,52.671
0805017C,0,1,0,1,32,33,0,0,63.43,63.43,62500.5,0,60.559
0805018C,0,1,0,1,30,29,1,1,61.56,33.42,37500.5,0,53.818
0805019C,0,1,0,1,28,25,1,1,33.42,29.6,45000.5,0,39.641
0805020C,0,1,0,1,35,36,0,1,38.18,33.42,45000.5,0,57.333
0808001C,0,0,0,1,43,45,0,0,38.18,38.18,62500.5,0,52.771
0808003C,0,1,0,1,36,36,1,0,38.18,33.42,62500.5,0,46.717
0808004C,0,1,0,1,39,39,0,0,53.5,62.87,150000.5,0,56.117
0808006C,0,0,1,1,40,43,1,1,34.95,53.5,45000.5,0,40.588
0808007C,0,1,0,1,28,28,1,1,35.78,39.2,37500.5,0,57.788
0808010C,0,0,0,5,46,44,0,0,34.95,48.69,87500.5,0,66.813
0808015C,0,1,0,1,27,35,1,1,53.5,35.92,87500.5,0,54.206
0808017C,0,1,0,1,38,39,0,0,35.78,34.95,87500.5,0,65.87
0808018C,0,1,0,1,61,62,0,1,34.95,53.5,62500.5,0,54.734
0808021C,0,1,0,1,29,33,1,0,57.83,39.2,62500.5,0,60.648
